VehicleID,Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
VHL11293,Lagos,Toyota,Tundra SR5 Double Cab,"2,007",Green,6.80,Foreign Used,"115,000"
VHL15126,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",White,16.00,Foreign Used,
VHL15380,Lagos,Dodge,Avenger Mainstreet,"2,011",Red,4.16,Foreign Used,"163,756"
VHL16819,Lagos,Kia,Sportage,"2,011",Silver,3.30,Nigerian Used,
VHL12767,Abuja,Lexus,RX 330,"2,005",Gray,3.30,Nigerian Used,
VHL18357,Lagos,Lexus,GX 460 Luxury,"2,016",Black,22.00,Foreign Used,
VHL18815,Lagos,Toyota,Corolla,"2,003",Silver,1.69,Nigerian Used,"259,454"
VHL10812,Lagos,Toyota,Tacoma,"2,020",White,25.45,Foreign Used,"10,000"
VHL13160,Abuja,Toyota,Camry XSE V6 (3.5L V6 8A),"2,019",White,17.90,Foreign Used,"14,000"
VHL14152,Lagos,Toyota,Corolla,"2,006",Green,2.14,Nigerian Used,"60,872"
VHL15379,Lagos,Lexus,IS 250 AWD,"2,007",White,4.10,Foreign Used,"95,000"
VHL16730,Lagos,Toyota,4-Runner SR5 V8 4x4,"2,005",Blue,3.50,Foreign Used,"150,000"
VHL10049,Lagos,Toyota,Sequoia,"2,009",Gray,7.65,Foreign Used,"98,757"
VHL13001,Lagos,Lexus,RX,"2,015",Gray,12.70,Foreign Used,"61,000"
VHL16818,Abuja,Lexus,RX 350,"2,007",Silver,5.10,Foreign Used,"45,214"
VHL14536,Abuja,Hyundai,Elantra,"2,014",Black,5.40,Foreign Used,
VHL16197,Lagos,Lexus,RX 350 FWD,"2,013",Black,15.50,Foreign Used,"37,662"
VHL11699,Abuja,Toyota,Highlander SE,"2,011",White,8.70,Foreign Used,"58,666"
VHL18182,Ibadan,Toyota,Corolla,"2,017",Black,6.80,Foreign Used,"96,000"
VHL10221,Lagos,Mercedes-Benz,M Class ML 550 4Matic,"2,013",Black,13.50,Foreign Used,"13,120"
VHL11256,Abuja,Honda,Accord 3.5 EX Automatic,"2,008",Black,1.69,Nigerian Used,"285,709"
VHL14038,Lagos,Honda,Accord Crosstour EX-L AWD,"2,010",Gray,4.32,Nigerian Used,"113,850"
VHL19529,Ibadan,Toyota,Matrix,"2,008",Blue,3.70,Foreign Used,"142,658"
VHL16911,Abuja,Toyota,Land Cruiser Prado 2.7 I,"2,010",Black,14.50,Nigerian Used,"112,789"
VHL10965,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,009",Silver,3.75,Foreign Used,"63,214"
VHL18010,Ibadan,GMC,Terrain SLT-2 AWD,"2,010",Black,3.50,Nigerian Used,"177,412"
VHL13869,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A),"2,007",Gray,3.85,Foreign Used,"75,000"
VHL11474,Lagos,Toyota,Tundra,"2,017",Silver,30.00,Foreign Used,"3,445"
VHL13272,Abuja,Toyota,Corolla,"2,014",Gray,4.65,Nigerian Used,
VHL10397,Lagos,Lexus,GX 460,"2,021",Gray,45.00,Foreign Used,
VHL12888,Lagos,Mercedes-Benz,CLK Cabriolet,"2,000",Silver,0.90,Nigerian Used,"410,381"
VHL10763,Lagos,Acura,TL SH-AWD Automatic,"2,012",Gray,4.60,Foreign Used,
VHL18908,Abuja,Citroen,Berlingo,"2,006",White,1.35,Nigerian Used,"362,319"
VHL16564,Lagos,Toyota,Corolla Sedan,"2,004",White,2.65,Foreign Used,"50,000"
VHL12031,Abuja,Toyota,Corolla,"2,014",Black,5.50,Foreign Used,"41,421"
VHL11739,Abuja,Mercedes-Benz,CLS,"2,020",White,47.00,Foreign Used,"13,171"
VHL13875,Lagos,Lexus,RX 350 AWD,"2,013",Black,10.50,Foreign Used,"45,000"
VHL14895,Abuja,Hyundai,Tucson,"2,016",Silver,11.50,Foreign Used,"56,000"
VHL12374,Lagos,Acura,MDX SUV 4dr AWD (3.7 6cyl 5A) Off,"2,009",White,4.00,Foreign Used,
VHL10743,Abuja,Honda,Accord Crosstour EX-L,"2,011",Gray,6.20,Foreign Used,"60,000"
VHL19337,Lagos,Toyota,Highlander,"2,015",White,13.50,Foreign Used,"63,088"
VHL18747,Abuja,Toyota,Highlander Limited V6,"2,006",Blue,3.20,Nigerian Used,"38,000"
VHL12545,Abuja,Hyundai,Sonata,"2,015",Black,9.00,Foreign Used,"45,000"
VHL17336,Abuja,Toyota,RAV4,"2,013",Silver,6.30,Foreign Used,"46,000"
VHL16061,Lagos,Dodge,Caliber 2.4 R/T,"2,007",Gray,2.35,Foreign Used,"97,300"
VHL11603,Lagos,Mercedes-Benz,C300,"2,011",White,5.30,Foreign Used,
VHL12302,Abuja,Kia,Optima,"2,012",Silver,2.81,Nigerian Used,"256,389"
VHL14018,Lagos,Lexus,GX 460,"2,012",White,17.00,Foreign Used,
VHL19395,Lagos,Lexus,ES 350 FWD,"2,015",Black,9.50,Nigerian Used,
VHL12412,Abuja,Honda,Accord,"2,018",White,7.50,Nigerian Used,"45,123"
VHL16397,Lagos,Toyota,RAV4,"2,015",Gray,10.00,Foreign Used,
VHL16905,Lagos,Lexus,ES 350,"2,010",Black,5.50,Foreign Used,"95,882"
VHL10913,Abuja,Lexus,GX 460 Base,"2,015",Brown,19.48,Foreign Used,"45,382"
VHL10549,Lagos,Toyota,Camry,"2,009",Blue,4.00,Foreign Used,"102,850"
VHL14163,Abuja,Toyota,Hilux SR5 HI-Rider,"2,019",White,19.00,Foreign Used,
VHL12125,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Blue,10.80,Foreign Used,
VHL10353,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,014",Brown,12.20,Foreign Used,
VHL15803,Abuja,Toyota,Camry,"2,015",Green,6.75,Nigerian Used,"54,895"
VHL17350,Abuja,BMW,X5 4.4i,"2,005",Gray,3.00,Foreign Used,
VHL14561,Abuja,Mercedes-Benz,CLS,"2,012",Gray,9.50,Foreign Used,"41,527"
VHL10911,Lagos,Lexus,ES 350,"2,008",Red,4.40,Foreign Used,"124,000"
VHL10230,Abuja,Lexus,RX 330,"2,005",Gray,3.50,Nigerian Used,"75,112"
VHL16866,Ibadan,Toyota,Camry,"2,015",Blue,6.90,Foreign Used,"28,381"
VHL14391,Lagos,Lexus,ES,"2,010",Black,4.55,,"110,315"
VHL11671,Abuja,Mercedes-Benz,GLK-Class,"2,009",Silver,7.50,Foreign Used,"195,327"
VHL15836,Abuja,Mercedes-Benz,S-Class,"2,007",Black,5.30,Nigerian Used,"80,000"
VHL16300,Lagos,Lexus,RX 350,"2,011",Silver,9.45,Foreign Used,"50,000"
VHL16246,Abuja,Mercedes-Benz,M Class,"2,014",Gray,15.00,Foreign Used,"12,202"
VHL19328,Abuja,Peugeot,406 Coupe,"2,003",Blue,2.70,Foreign Used,"120,000"
VHL19129,Abuja,Mercedes-Benz,C300,"2,009",Black,3.50,Nigerian Used,
VHL16197,Lagos,Nissan,Altima,"2,012",Gray,2.98,Foreign Used,"231,839"
VHL18808,Lagos,Toyota,Tacoma Access Cab,"2,012",Beige,9.60,Foreign Used,
VHL11053,Lagos,Toyota,RAV4 Limited V6,"2,007",White,4.20,Foreign Used,
VHL15584,Lagos,Lexus,SC 430 Convertible,"2,005",Black,3.05,Nigerian Used,"98,000"
VHL17686,Lagos,Toyota,Tundra,"2,014",Black,27.00,Foreign Used,"24,457"
VHL11737,Abuja,Mercedes-Benz,E350,"2,014",Black,13.00,Foreign Used,
VHL16140,Lagos,Mercedes-Benz,C300,"2,009",Gray,4.65,Foreign Used,"74,141"
VHL10268,Lagos,Lexus,ES,"2,006",Black,3.30,Foreign Used,
VHL14023,Abuja,Toyota,Camry,"2,013",Black,4.85,Foreign Used,"89,546"
VHL11645,Abuja,Mercedes-Benz,S-Class S 550,"2,008",Silver,5.50,Nigerian Used,"56,987"
VHL14516,Lagos,Lexus,ES 350,"2,007",Gray,3.40,Nigerian Used,
VHL16633,Abuja,Toyota,Camry,"2,010",Blue,3.80,Foreign Used,"140,796"
VHL14480,Lagos,Lexus,RX 350 4WD,"2,021",Black,30.00,Foreign Used,"26,000"
VHL13499,Ibadan,Hyundai,Sonata,"2,017",Red,7.00,Foreign Used,
VHL17330,Abuja,Ford,Explorer,"2,015",Black,4.50,Nigerian Used,
VHL12477,Abuja,Mercedes-Benz,C300,"2,008",Black,4.50,Foreign Used,"90,000"
VHL13916,Lagos,Mercedes-Benz,GL Class GL 450,"2,011",Silver,8.50,Foreign Used,"50,000"
VHL19774,Lagos,Land Rover,Rover Discovery,"2,011",Black,7.31,Nigerian Used,"7,842"
VHL11271,Abuja,Mercedes-Benz,GL-Class GL 450,"2,008",Black,2.30,Nigerian Used,"98,569"
VHL11067,Lagos,Toyota,Venza LE AWD,"2,013",Black,12.20,Foreign Used,
VHL18127,Lagos,Lexus,ES 350,"2,009",Gold,4.30,Foreign Used,
VHL11996,Lagos,Toyota,RAV4 XLE Premium FWD,"2,019",Gray,19.50,Foreign Used,800
VHL16422,Abuja,Chevrolet,Equinox LT2,"2,011",Silver,,Foreign Used,"197,188"
VHL15015,Lagos,Lexus,RX 350,"2,007",White,5.15,Foreign Used,"108,576"
VHL17242,Ibadan,Nissan,Sentra,"2,015",Red,4.15,Foreign Used,"120,000"
VHL16032,Abuja,Mercedes-Benz,E300,"2,017",Black,19.50,Foreign Used,"25,000"
VHL13802,Lagos,Lexus,GX 460,"2,012",Black,14.25,Foreign Used,"115,202"
VHL11939,Lagos,Lexus,IS 250 AWD,"2,007",Silver,4.10,Foreign Used,"75,000"
VHL11087,Abuja,Toyota,Camry,"2,018",Red,10.65,,"36,525"
VHL12555,Abuja,Mercedes-Benz,C300,"2,012",White,6.35,Foreign Used,
VHL11724,Lagos,Lexus,RX,"2,003",Beige,3.30,Foreign Used,"87,416"
VHL19020,Abuja,Land Rover,Range Rover Vogue,"2,019",Gray,60.00,Foreign Used,"19,852"
VHL17344,Lagos,Lexus,RX,"2,009",Silver,5.20,Foreign Used,
VHL16495,Ibadan,Toyota,Camry,"2,005",Gray,2.60,Foreign Used,"87,000"
VHL18845,Abuja,Toyota,Venza V6 AWD,"2,011",Brown,5.50,Nigerian Used,
VHL18982,Abuja,Mercedes-Benz,S-Class S 550,"2,008",Black,2.95,Nigerian Used,
VHL14818,Ibadan,Toyota,Highlander V6 AWD,"2,004",Green,4.60,Foreign Used,"142,189"
VHL14330,Abuja,BMW,335i,"2,009",Blue,9.00,Foreign Used,
VHL19058,Lagos,Toyota,Highlander,"2,012",Black,9.80,Foreign Used,
VHL14021,Lagos,Toyota,4-Runner Limited V6,"2,009",White,5.95,Foreign Used,"86,452"
VHL14694,Abuja,Toyota,Corolla L (1.8L 4cyl 2A),"2,018",Silver,5.60,Nigerian Used,
VHL18947,Abuja,Bentley,Bentley Bentayga W12 AWD,"2,019",Gray,115.00,Brand New,"2,000"
VHL13118,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11.00,Foreign Used,
VHL18111,Lagos,Lexus,ES 350,"2,010",Silver,5.50,Foreign Used,"98,000"
VHL18080,Lagos,Toyota,Sienna,"2,004",Gold,2.87,,"298,063"
VHL19521,Abuja,Toyota,Camry,"2,012",Gray,3.55,Nigerian Used,
VHL15367,Lagos,Toyota,Tundra,"2,004",Blue,4.20,Foreign Used,
VHL19954,Ibadan,Toyota,Camry,"2,013",Black,3.70,Nigerian Used,
VHL11281,Lagos,Mercedes-Benz,M Class,"2,015",Blue,14.50,Foreign Used,"50,000"
VHL12116,Abuja,Land Rover,Rover Discovery Series II SE AWD,"2,002",Green,3.50,Nigerian Used,
VHL11085,Abuja,Mercedes-Benz,M Class ML 350 4Matic,"2,013",Black,14.00,Foreign Used,
VHL14024,Lagos,Infiniti,JX 35 AWD,"2,013",Gray,10.13,Foreign Used,"262,159"
VHL14752,Lagos,Toyota,Camry,"2,009",Blue,3.55,Foreign Used,
VHL17703,Lagos,Lexus,GX 460 Premium,"2,013",Black,15.50,Foreign Used,"43,739"
VHL10399,Abuja,Mazda,3 2.5 S Sport Hatchback,"2,011",Red,3.20,Foreign Used,"50,000"
VHL13442,Lagos,Mercedes-Benz,C250,"2,012",Black,5.70,Foreign Used,"165,012"
VHL14848,Lagos,Lexus,RX 350 AWD,"2,015",Red,13.15,Foreign Used,"63,691"
VHL19611,Lagos,Toyota,Camry,"2,007",Blue,3.95,Foreign Used,"78,646"
VHL16334,Lagos,Ford,Edge,"2,012",Black,5.06,Foreign Used,"201,267"
VHL10526,Abuja,Toyota,Highlander,"2,007",Gray,3.85,Foreign Used,
VHL12103,Abuja,Honda,Civic 1.8 EX Automatic,"2,008",Silver,1.50,Nigerian Used,
VHL17622,Lagos,Lexus,GX 460 Luxury,"2,019",Blue,36.00,Foreign Used,"56,000"
VHL12354,Abuja,Toyota,Venza,"2,010",Gray,6.00,Foreign Used,"34,521"
VHL10347,Abuja,Toyota,Land Cruiser,"2,003",Black,4.10,Nigerian Used,
VHL11689,Lagos,Toyota,Sequoia,"2,013",Silver,13.80,Foreign Used,
VHL11801,Lagos,Toyota,Sequoia,"2,010",Silver,10.85,Foreign Used,"63,275"
VHL18062,Abuja,Volkswagen,Routan SEL,"2,010",Black,4.50,Nigerian Used,"129,000"
VHL15024,Abuja,Nissan,Versa 1.8 SL Hatchback,"2,010",Silver,2.65,Foreign Used,"52,352"
VHL12490,Lagos,Lexus,RX 350 F Sport AWD,"2,018",Black,18.80,Foreign Used,"33,000"
VHL11773,Lagos,Lexus,RX 350L Luxury FWD,"2,018",Gray,23.50,Foreign Used,"44,227"
VHL18930,Abuja,Nissan,Almera 1.6 Comfort,"2,008",Blue,1.65,Foreign Used,"38,235"
VHL19059,Abuja,Toyota,Tundra Double Cab 4x4 Limited,"2,011",Gray,9.20,Foreign Used,"75,000"
VHL10898,Ibadan,Toyota,Corolla,"2,012",Silver,4.50,Foreign Used,
VHL18159,Abuja,Land Rover,Rover Discovery,"2,016",Gray,15.70,Foreign Used,
VHL10537,Lagos,Mercedes-Benz,S-Class,"2,018",Blue,59.00,Foreign Used,
VHL11866,Abuja,Cadillac,Escalade,"2,019",Black,48.00,Foreign Used,"12,012"
VHL15507,Ibadan,Lexus,ES 330 Sedan,"2,004",Green,3.20,Foreign Used,
VHL15431,Lagos,King,Long XMQ,"2,010",White,1.91,Nigerian Used,"60,214"
VHL17975,Lagos,Lexus,LC 500 RWD,"2,017",Black,62.00,Foreign Used,"32,995"
VHL14092,Abuja,Honda,Accord,"2,008",Silver,2.00,Nigerian Used,
VHL10926,Abuja,Toyota,Corolla,"2,013",White,4.00,Foreign Used,"45,000"
VHL14673,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,007",Black,5.10,Foreign Used,"83,000"
VHL10380,Lagos,Chevrolet,Nubira,"2,006",Gold,1.13,,"157,197"
VHL13142,Lagos,Honda,City,"2,007",Blue,1.69,Nigerian Used,"355,311"
VHL13233,Abuja,BAW,Luling,"2,004",Black,1.60,Nigerian Used,"64,000"
VHL17469,Abuja,Toyota,Land Cruiser 90 Automatic,"2,001",Gray,3.00,Nigerian Used,"80,000"
VHL16120,Abuja,Honda,CR-V EX Automatic,"2,007",Green,3.15,Nigerian Used,"143,050"
VHL19311,Lagos,Lexus,LX 570 AWD,"2,014",Gray,26.00,Foreign Used,
VHL14271,Lagos,Mercedes-Benz,S-Class Maybach S 500 (X222),"2,015",Black,24.00,Foreign Used,"92,000"
VHL12117,Abuja,Chevrolet,Chevrolet Corvette,"2,021",Blue,140.00,Brand New,
VHL13478,Lagos,Toyota,Sequoia,"2,007",Gray,4.00,Foreign Used,
VHL14893,Abuja,Nissan,Rogue,"2,008",Red,2.60,Nigerian Used,"95,000"
VHL10161,Abuja,Jeep,Grand Cherokee 3.7 Lao 4x4,"2,008",Gray,3.80,Foreign Used,"78,000"
VHL18962,Ibadan,Toyota,Highlander,"2,017",Gray,16.50,Foreign Used,"70,453"
VHL15151,Abuja,Volkswagen,Passat,"2,007",Blue,2.70,Nigerian Used,
VHL15187,Abuja,Lexus,RX,"2,006",White,5.50,Foreign Used,"65,000"
VHL19544,Lagos,Lexus,ES,"2,007",Silver,4.16,Foreign Used,"65,060"
VHL10687,Abuja,Toyota,Corolla,"2,004",Gray,2.00,Nigerian Used,"120,406"
VHL10433,Abuja,Toyota,Hilux SR5 HI-RIDER,"2,016",Black,21.00,Foreign Used,"100,367"
VHL16466,Lagos,Toyota,Avalon XL,"2,004",Silver,1.58,Nigerian Used,"97,789"
VHL12502,Abuja,Mercedes-Benz,E350,"2,011",White,4.40,Nigerian Used,
VHL14963,Abuja,Mercedes-Benz,GLK-Class,"2,010",Black,4.85,Nigerian Used,"85,000"
VHL14905,Abuja,Mercedes-Benz,C-Class C 300 CDI 4MATIC (W204),"2,012",Black,5.50,Nigerian Used,"69,000"
VHL17763,Lagos,Toyota,Tacoma,"2,012",Black,6.00,Foreign Used,"63,000"
VHL11839,Lagos,Toyota,4-Runner Limited 4x4 V6,"2,007",Gray,5.50,Foreign Used,"89,520"
VHL13602,Lagos,Acura,MDX,"2,010",Black,5.20,Foreign Used,"76,000"
VHL14824,Lagos,Toyota,Tacoma Double Cab V6 Automatic,"2,009",Black,8.60,Foreign Used,"76,434"
VHL12411,Abuja,Toyota,Corolla 1.4,"2,004",Red,1.90,Nigerian Used,
VHL19533,Lagos,Lexus,ES 350,"2,009",White,4.70,Brand New,
VHL13299,Abuja,Toyota,Camry,"2,004",Black,1.25,Nigerian Used,
VHL18874,Lagos,Toyota,Camry,"2,013",Gray,4.05,Nigerian Used,"125,478"
VHL13193,Abuja,Honda,Accord,"2,007",Gray,1.60,Nigerian Used,
VHL17774,Lagos,Mercedes-Benz,C300,"2,009",White,5.30,Foreign Used,
VHL11358,Abuja,Lexus,RX 350 F Sport FWD,"2,018",Gold,19.00,Foreign Used,
VHL17532,Abuja,Toyota,Fortuner 2.7 AWD,"2,014",White,9.00,Nigerian Used,"141,998"
VHL17124,Abuja,Lexus,RX,"2,018",Black,21.00,Nigerian Used,
VHL19512,Abuja,Jeep,Liberty Limited,"2,006",Gray,2.50,Foreign Used,
VHL16711,Abuja,Lexus,ES 350,"2,008",Gray,3.44,Nigerian Used,"99,000"
VHL19803,Ibadan,Toyota,Hilux 2.7 VVT-i 4X4 SRX,"2,009",Beige,8.90,Nigerian Used,"195,632"
VHL18429,Lagos,Lexus,ES 350,"2,008",Gray,4.30,Foreign Used,
VHL14979,Lagos,Toyota,Tacoma Regular Cab,"2,006",Blue,7.80,Foreign Used,"99,552"
VHL16302,Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,"2,013",Black,11.00,Foreign Used,"78,000"
VHL18344,Lagos,Toyota,Tacoma 4x4 Access Cab,"2,008",White,6.00,Foreign Used,"145,000"
VHL13533,Lagos,Toyota,Highlander,"2,017",Gray,18.00,Foreign Used,
VHL18650,Lagos,Mercedes-Benz,M Class,"2,015",White,13.50,Foreign Used,
VHL15121,Abuja,BMW,M3 Coupe,"2,010",Black,9.00,Foreign Used,"53,000"
VHL13827,Lagos,Toyota,Sienna CE,"2,005",Gray,2.36,Nigerian Used,"155,874"
VHL16635,Lagos,Acura,MDX,"2,008",Black,3.90,Foreign Used,"70,000"
VHL10516,Ibadan,Mazda,6,"2,007",Black,1.35,Nigerian Used,"330,873"
VHL12227,Abuja,Peugeot,508,"2,016",Silver,8.90,Foreign Used,"65,000"
VHL10601,Lagos,Honda,Pilot,"2,007",Gold,2.90,Foreign Used,"75,854"
VHL16246,Abuja,Hyundai,Santa Fe Limited,"2,011",Black,4.90,Foreign Used,"120,000"
VHL19948,Lagos,Lexus,RX 350 AWD,"2,015",White,13.00,Foreign Used,"85,000"
VHL18359,Abuja,Mercedes-Benz,C300,"2,015",Black,12.50,Foreign Used,
VHL19847,Ibadan,Lexus,IS 250,"2,008",White,4.10,Foreign Used,
VHL14218,Lagos,Lexus,ES 330,"2,005",Black,3.20,Foreign Used,
VHL13621,Lagos,Lexus,GX,"2,019",Black,28.50,Foreign Used,"52,854"
VHL18303,Lagos,Lexus,RX 330 4WD,"2,005",Silver,5.15,Foreign Used,"89,543"
VHL12838,Abuja,Honda,Accord,"2,013",Gray,4.30,Nigerian Used,"50,000"
VHL11510,Lagos,Toyota,Camry,"2,007",Silver,2.70,Nigerian Used,"125,084"
VHL18596,Lagos,Toyota,Corolla 1.8 Advanced,"2,009",Gray,3.99,Foreign Used,"207,347"
VHL15130,Abuja,Honda,Pilot EX 4x2 (3.5L 6cyl 5A),"2,007",Silver,3.20,Foreign Used,"99,000"
VHL15576,Lagos,Mercedes-Benz,GLK-Class,"2,010",White,6.39,,"226,924"
VHL12352,Abuja,Toyota,Highlander Sport,"2,008",Black,3.90,Nigerian Used,"148,000"
VHL19242,Lagos,Mercedes-Benz,GLS-Class GLS450 4Matic,"2,017",Silver,34.80,Foreign Used,"40,000"
VHL14252,Lagos,Toyota,Highlander XLE 4x2 V6 (3.5L 6cyl 8A),"2,017",Gray,19.50,Foreign Used,
VHL11412,Abuja,Lexus,RX 330,"2,005",Green,2.90,Nigerian Used,
VHL16132,Ibadan,Lexus,ES 350,"2,009",Silver,5.95,Foreign Used,"147,631"
VHL19472,Lagos,Lexus,RX 350 F Sport FWD,"2,017",Blue,21.00,Foreign Used,"20,000"
VHL15024,Abuja,Toyota,Sienna XLE FWD (3.3L V6 5A),"2,004",Gray,3.71,Foreign Used,"387,265"
VHL19091,Abuja,Toyota,Corolla,"2,006",Gray,2.10,Nigerian Used,"89,000"
VHL18794,Abuja,Mercedes-Benz,GLK-Class,"2,014",Black,10.20,Foreign Used,"24,153"
VHL18551,Abuja,Lexus,RX 350,"2,010",Gray,7.50,Nigerian Used,
VHL15237,Lagos,Toyota,Highlander Limited,"2,010",Silver,7.35,Foreign Used,
VHL13323,Lagos,Lexus,ES 350,"2,008",Silver,4.50,Foreign Used,"127,083"
VHL13304,Abuja,Toyota,Hilux SR+ 4x4,"2,019",White,20.00,Brand New,
VHL14002,Abuja,Audi,Q7,"2,010",Black,26.00,Foreign Used,"34,126"
VHL10855,Lagos,Lexus,GS,"2,006",Silver,3.38,Foreign Used,"100,763"
VHL13951,Lagos,Toyota,Highlander Limited,"2,008",White,7.00,Foreign Used,"63,821"
VHL11225,Abuja,Mercedes-Benz,M Class,"2,014",Blue,8.00,Nigerian Used,
VHL10329,Lagos,Toyota,Camry,"2,008",Gray,3.50,Foreign Used,"121,331"
VHL16203,Lagos,Toyota,Venza,"2,015",Gray,11.95,Foreign Used,"53,000"
VHL15215,Lagos,Lexus,IS 250,"2,010",Silver,5.00,Foreign Used,"121,206"
VHL12099,Lagos,Toyota,Land Cruiser Prado,"2,007",Black,7.31,Nigerian Used,"140,882"
VHL17694,Lagos,Lexus,GX 460 Premium,"2,012",Silver,16.50,Foreign Used,"86,438"
VHL18606,Lagos,Toyota,Camry,"2,007",Silver,1.91,Nigerian Used,"125,722"
VHL17436,Abuja,Toyota,Highlander,"2,008",Red,4.50,Nigerian Used,
VHL19993,Ibadan,Toyota,RAV4,"2,010",Blue,5.30,Foreign Used,
VHL15951,Ibadan,Toyota,Corolla 1.8 Advanced,"2,009",Gray,3.83,Foreign Used,"306,514"
VHL16308,Abuja,Mercedes-Benz,C300,"2,020",Gray,45.00,Foreign Used,"23,452"
VHL18199,Abuja,Honda,Accord Sedan LX V6 Automatic,"2,005",Gray,1.30,Foreign Used,"100,000"
VHL18379,Abuja,BMW,X5,"2,015",Gray,16.50,Nigerian Used,"30,000"
VHL12612,Abuja,Honda,Civic Sedan EX Automatic,"2,005",Black,1.35,Nigerian Used,
VHL19832,Lagos,Lexus,LX 570 AWD,"2,017",Black,54.50,Foreign Used,"50,573"
VHL17343,Abuja,Volkswagen,Routan SEL,"2,010",Gold,5.50,Foreign Used,
VHL12010,Lagos,Toyota,Highlander,"2,014",Burgandy,13.25,Foreign Used,"109,632"
VHL17619,Ibadan,Lexus,ES 330,"2,006",Black,2.15,Nigerian Used,
VHL12880,Lagos,Toyota,RAV4 4x4,"2,007",Black,2.75,Nigerian Used,"121,300"
VHL16040,Ibadan,Nissan,Pathfinder LE,"2,005",Green,1.46,Nigerian Used,"144,824"
VHL13421,Abuja,Lexus,IS,"2,008",Black,4.50,Foreign Used,"75,000"
VHL17868,Abuja,Toyota,Camry,"2,005",Gold,1.70,Nigerian Used,"130,291"
VHL14495,Lagos,Lexus,ES 350,"2,007",Silver,3.48,Nigerian Used,"74,000"
VHL14592,Abuja,Toyota,Camry,"2,009",Black,2.25,Nigerian Used,"100,521"
VHL14812,Lagos,Mercedes-Benz,M Class ML 350 4Matic,"2,008",Silver,5.20,Foreign Used,
VHL12671,Lagos,Honda,Odyssey,"2,000",Gray,1.13,Nigerian Used,"108,559"
VHL14875,Lagos,Toyota,Camry,"2,013",Gray,4.84,Nigerian Used,"61,476"
VHL17162,Abuja,Kia,Optima,"2,013",Gray,4.80,Foreign Used,"122,852"
VHL10114,Lagos,Toyota,Camry XLE V6 FWD,"2,020",Black,28.50,Brand New,
VHL17969,Abuja,Lexus,IS 350,"2,008",Gray,4.50,Foreign Used,
VHL18381,Abuja,Toyota,Camry,"2,013",Red,5.20,Foreign Used,"151,255"
VHL15039,Lagos,Lexus,ES 350,"2,006",White,4.35,Foreign Used,
VHL14198,Lagos,Toyota,Tundra,"2,010",Blue,7.30,Foreign Used,
VHL16431,Abuja,Peugeot,406,"2,002",Burgandy,1.40,Nigerian Used,
VHL12640,Abuja,Mercedes-Benz,C400,"2,016",Gray,17.50,Foreign Used,"32,142"
VHL17656,Abuja,Toyota,Highlander,"2,006",Gray,2.35,Nigerian Used,"65,000"
VHL19724,Abuja,Toyota,Venza AWD,"2,010",Gray,4.70,Nigerian Used,
VHL10625,Lagos,Toyota,Tacoma,"2,007",Black,7.50,Foreign Used,
VHL10426,Lagos,Mercedes-Benz,GL Class GL 450,"2,013",White,15.50,Foreign Used,
VHL14609,Abuja,Toyota,Avalon Limited,"2,020",Red,20.50,Brand New,"4,000"
VHL15664,Lagos,Toyota,RAV4,"2,015",Gray,11.00,Foreign Used,"52,860"
VHL15818,Lagos,Toyota,RAV4 3.5 4x4,"2,010",Blue,5.80,Foreign Used,"96,553"
VHL19948,Lagos,Lexus,RX 330,"2,006",Silver,4.90,Foreign Used,"4,135"
VHL13862,Lagos,Kia,Cerato,"2,011",Gray,1.46,Nigerian Used,"111,136"
VHL16059,Lagos,Honda,CR-V,"2,010",Brown,2.48,Nigerian Used,"174,967"
VHL10292,Ibadan,Toyota,Corolla,"2,017",Brown,7.88,Foreign Used,"101,103"
VHL16884,Lagos,Lexus,ES 350,"2,012",Black,6.50,Foreign Used,"134,260"
VHL15554,Abuja,Chevrolet,Camaro,"2,010",Yellow,6.90,Foreign Used,
VHL16957,Abuja,Toyota,Camry,"2,014",Black,5.40,Foreign Used,"147,085"
VHL17945,Abuja,Toyota,Sienna,"2,010",Silver,6.20,Foreign Used,"171,000"
VHL15450,Abuja,Lexus,RX 350 F Sport AWD,"2,019",Gray,24.00,Foreign Used,"21,000"
VHL15686,Abuja,Mercedes-Benz,C300,"2,013",White,8.00,Foreign Used,"95,000"
VHL13707,Lagos,Saturn,Vue,"2,008",Blue,1.13,Nigerian Used,"293,047"
VHL12538,Lagos,Toyota,Venza,"2,014",White,9.80,Foreign Used,"55,027"
VHL11349,Lagos,Lexus,ES 350,"2,009",Gray,4.40,Foreign Used,
VHL18589,Abuja,Lamborghini,Lamborghini Urus,"2,021",Orange,295.00,Brand New,
VHL13394,Abuja,Hyundai,Santa Fe,"2,014",Black,3.30,Nigerian Used,
